TITLE = "Visualization of the surface solution"
VARIABLES = "x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","C<sub>p</sub>"
ZONE NODES= 164, ELEMENTS= 164, DATAPACKING=POINT, ZONETYPE=FELINESEG
0.000000e+00	0.000000e+00	1.738842e+00	5.284763e+00	5.720684e+01	3.847626e+05	1.535254e+05	3.075746e+02	9.397428e-02	1.149951e+00	
4.427347e-04	2.460485e-03	1.701094e+00	2.529253e+01	1.191056e+02	3.773897e+05	1.492128e+05	3.055681e+02	2.042578e-01	1.054945e+00	
9.240389e-04	5.135319e-03	1.663510e+00	5.831293e+01	1.792094e+02	3.708841e+05	1.440836e+05	3.017306e+02	3.253347e-01	9.419518e-01	
2.027997e-03	7.862602e-03	1.567708e+00	1.101123e+02	2.155128e+02	3.519876e+05	1.333229e+05	2.962579e+02	4.473943e-01	7.048995e-01	
3.732058e-03	1.057701e-02	1.488193e+00	1.612737e+02	2.267251e+02	3.364993e+05	1.241960e+05	2.907226e+02	5.469665e-01	5.038386e-01	
5.937817e-03	1.326759e-02	1.417160e+00	2.047130e+02	2.247534e+02	3.226778e+05	1.160279e+05	2.852161e+02	6.336243e-01	3.238986e-01	
8.651279e-03	1.589304e-02	1.349278e+00	2.395245e+02	2.139749e+02	3.092732e+05	1.084185e+05	2.799191e+02	7.097140e-01	1.562673e-01	
1.184208e-02	1.845847e-02	1.291881e+00	2.661230e+02	1.991204e+02	2.978755e+05	1.020480e+05	2.751771e+02	7.736518e-01	1.592650e-02	
1.550742e-02	2.095817e-02	1.243353e+00	2.860857e+02	1.829346e+02	2.881780e+05	9.672296e+04	2.709976e+02	8.275756e-01	-1.013808e-01	
1.964405e-02	2.340048e-02	1.202529e+00	3.010456e+02	1.671810e+02	2.799890e+05	9.227417e+04	2.673098e+02	8.736754e-01	-1.993855e-01	
2.425976e-02	2.578933e-02	1.167372e+00	3.122261e+02	1.524071e+02	2.729007e+05	8.847910e+04	2.640351e+02	9.136674e-01	-2.829893e-01	
2.936747e-02	2.812883e-02	1.136932e+00	3.206205e+02	1.388337e+02	2.667361e+05	8.522047e+04	2.611197e+02	9.486484e-01	-3.547753e-01	
3.498395e-02	3.042348e-02	1.110203e+00	3.269468e+02	1.264299e+02	2.612988e+05	8.238326e+04	2.585038e+02	9.796111e-01	-4.172777e-01	
4.113082e-02	3.267309e-02	1.086406e+00	3.316906e+02	1.150837e+02	2.564337e+05	7.988159e+04	2.561445e+02	1.007240e+00	-4.723884e-01	
4.783111e-02	3.487914e-02	1.065057e+00	3.352575e+02	1.047151e+02	2.520513e+05	7.765502e+04	2.539962e+02	1.032184e+00	-5.214386e-01	
5.511041e-02	3.704017e-02	1.045554e+00	3.379048e+02	9.519741e+01	2.480310e+05	7.563785e+04	2.520132e+02	1.055050e+00	-5.658760e-01	
6.299566e-02	3.915325e-02	1.027552e+00	3.398174e+02	8.640663e+01	2.443037e+05	7.379238e+04	2.501716e+02	1.076164e+00	-6.065309e-01	
7.151469e-02	4.121360e-02	1.010885e+00	3.411586e+02	7.826491e+01	2.408397e+05	7.209682e+04	2.484532e+02	1.095774e+00	-6.438833e-01	
8.069524e-02	4.321655e-02	9.952953e-01	3.420403e+02	7.070449e+01	2.375885e+05	7.052195e+04	2.468327e+02	1.114195e+00	-6.785770e-01	
9.056504e-02	4.515477e-02	9.805416e-01	3.425315e+02	6.364779e+01	2.345005e+05	6.904270e+04	2.452913e+02	1.131659e+00	-7.111641e-01	
1.011508e-01	4.702051e-02	9.665363e-01	3.427009e+02	5.703371e+01	2.315591e+05	6.764853e+04	2.438207e+02	1.148274e+00	-7.418770e-01	
1.124778e-01	4.880445e-02	9.532299e-01	3.426047e+02	5.081810e+01	2.287555e+05	6.633294e+04	2.424164e+02	1.164104e+00	-7.708589e-01	
